@relation relation name
@attribute Seq Name string
@attribute Width string
@attribute GC Content string
@attribute GC Ratio string
@data
'ath_circ_027638','76','48.6842','0.1212'
'ath_circ_027639','153','43.1373','1.5385'
'ath_circ_027640','182','30.7692','0.6'
'ath_circ_027641','437','36.8421','0.7692'
'ath_circ_027642','570','36.4912','0.8571'
'ath_circ_027643','541','36.0444','0.8224'
'ath_circ_027644','565','37.6991','1.13'
'ath_circ_027645','1651','37.9164','1.0867'
'ath_circ_027646','543','39.9632','1.2143'
'ath_circ_027647','1212','39.934','1.0596'
'ath_circ_027648','707','42.5743','1.2132'
'ath_circ_027649','458','42.1397','1.3537'
'ath_circ_027650','193','43.5233','1.8966'
'ath_circ_027651','180','40.0','0.7143'
'ath_circ_027652','159','37.7358','0.5385'
'ath_circ_027653','391','36.0614','0.5495'
'ath_circ_027654','1109','40.6673','0.8408'
'ath_circ_027655','627','38.5965','1.4948'
'ath_circ_027656','823','37.7886','1.5081'
'ath_circ_027657','152','41.4474','1.7391'
'ath_circ_027658','165','41.8182','1.0909'
'ath_circ_027659','84','38.0952','0.6'
'ath_circ_027660','581','38.7263','1.027'
'ath_circ_027661','1869','35.9016','1.1928'
'ath_circ_027662','1904','35.9769','1.291'
'ath_circ_027663','1379','36.0406','1.2798'
'ath_circ_027664','326','36.1963','1.95'
'ath_circ_027665','1793','36.4752','1.1946'
'ath_circ_027666','1132','36.3958','1.1458'
'ath_circ_027667','435','33.1034','1.0282'
'ath_circ_027668','587','41.2266','1.0336'
'ath_circ_027669','99','39.3939','0.625'
'ath_circ_027670','703','39.5448','1.2975'
'ath_circ_027671','88','52.2727','2.0667'
'ath_circ_027672','815','43.0675','1.1667'
'ath_circ_027673','114','46.4912','1.5238'
'ath_circ_027674','1483','40.9305','1.1601'
'ath_circ_027675','394','45.4315','1.2099'
'ath_circ_027676','159','37.1069','0.9032'
'ath_circ_027677','310','39.3548','1.8372'
'ath_circ_027678','528','31.4394','0.766'
'ath_circ_027679','688','29.6512','0.7586'
'ath_circ_027680','1380','39.5652','0.7278'
'ath_circ_027681','1380','39.5652','0.7278'
'ath_circ_027682','760','40.2632','0.5692'
'ath_circ_027683','760','40.2632','0.5692'
'ath_circ_027684','230','42.1739','1.9394'
'ath_circ_027685','583','38.422','1.6353'
'ath_circ_027686','275','41.8182','1.4468'
'ath_circ_027687','84','36.9048','0.2917'
'ath_circ_027688','596','36.9128','2.0986'
'ath_circ_027689','872','39.6789','1.2323'
'ath_circ_027690','3282','37.4467','1.1153'
'ath_circ_027691','960','36.5625','1.1273'
'ath_circ_027692','885','36.2712','1.14'
'ath_circ_027693','67','43.2836','0.9333'
'ath_circ_027694','83','45.7831','0.5833'
'ath_circ_027695','793','38.8398','1.5246'
'ath_circ_027696','294','54.0816','0.3826'
'ath_circ_027697','206','47.5728','0.5312'
'ath_circ_027698','249','34.9398','1.175'
'ath_circ_027699','258','40.3101','1.0392'
'ath_circ_027700','593','39.9663','1.0609'
'ath_circ_027701','980','37.6531','0.9733'
'ath_circ_027702','436','38.9908','0.9767'
'ath_circ_027703','627','37.0016','0.9174'
'ath_circ_027704','691','42.9812','0.6685'
'ath_circ_027705','64','45.3125','0.2083'
'ath_circ_027706','103','41.7476','0.5357'
'ath_circ_027707','147','32.6531','0.6'
'ath_circ_027708','135','40.7407','1.2'
'ath_circ_027709','291','39.8625','0.8413'
'ath_circ_027710','284','39.7887','0.7121'
'ath_circ_027711','86','56.9767','0.3611'
'ath_circ_027712','464','33.1897','1.2985'
'ath_circ_027713','870','50.6897','1.371'
'ath_circ_027714','96','42.7083','2.4167'
'ath_circ_027715','703','36.4154','0.8028'
'ath_circ_027716','152','47.3684','0.8'
'ath_circ_027717','123','47.9675','0.7879'
'ath_circ_027718','78','42.3077','2.0'
'ath_circ_027719','127','42.5197','1.7'
'ath_circ_027720','73','39.726','2.2222'
'ath_circ_027721','743','39.3001','0.6879'
'ath_circ_027722','1262','39.5404','0.8278'
'ath_circ_027723','120','41.6667','0.6129'
'ath_circ_027724','5637','32.5528','0.9563'
'ath_circ_027725','133','47.3684','0.5'
'ath_circ_027726','635','40.7874','1.7849'
'ath_circ_027727','143','45.4545','2.4211'
'ath_circ_027728','36','36.1111','0.1818'
'ath_circ_027729','275','41.0909','0.6866'
'ath_circ_027730','886','39.7291','0.8144'
'ath_circ_027731','748','39.5722','0.816'
'ath_circ_027732','88','40.9091','0.6364'
'ath_circ_027733','378','40.2116','1.0'
'ath_circ_027734','838','31.7422','0.9559'
'ath_circ_027735','693','41.7027','1.125'
'ath_circ_027736','1391','38.0302','0.8826'
'ath_circ_027737','106','47.1698','1.0833'
'ath_circ_027738','996','38.9558','1.1436'
'ath_circ_027739','108','52.7778','1.375'
'ath_circ_027740','105','53.3333','1.3333'
'ath_circ_027741','497','40.4427','0.8962'
'ath_circ_027742','145','30.3448','1.0'
'ath_circ_027743','104','49.0385','1.04'
'ath_circ_027744','98','39.7959','0.7727'
'ath_circ_027745','87','42.5287','0.4231'
'ath_circ_027746','173','43.3526','0.7045'
'ath_circ_027747','459','39.2157','0.7822'
'ath_circ_027748','1026','36.0624','0.8227'
'ath_circ_027749','632','34.3354','0.8235'
'ath_circ_027750','529','37.4291','0.7217'
'ath_circ_027751','317','39.1167','0.6104'
'ath_circ_027752','198','53.5354','1.0784'
'ath_circ_027753','6575','33.9772','1.0272'
'ath_circ_027754','48','39.5833','0.1875'
'ath_circ_027755','124','41.9355','1.3636'
'ath_circ_027756','270','33.3333','2.4615'
'ath_circ_027757','1887','38.3148','1.2453'
'ath_circ_027758','469','38.5928','1.1047'
'ath_circ_027759','627','40.8293','0.9104'
'ath_circ_027760','938','39.1258','1.7388'
'ath_circ_027761','218','33.945','1.0556'
'ath_circ_027762','45','40.0','3.5'
'ath_circ_027763','148','38.5135','1.4783'
'ath_circ_027764','378','39.9471','1.0685'
'ath_circ_027765','378','39.9471','1.0685'
'ath_circ_027766','316','36.7089','0.9333'
'ath_circ_027767','316','36.7089','0.9333'
'ath_circ_027768','219','33.79','1.3871'
'ath_circ_027769','160','36.875','1.1071'
'ath_circ_027770','543','37.2007','0.8532'
'ath_circ_027771','802','36.783','0.8553'
'ath_circ_027772','1119','36.2824','0.8972'
'ath_circ_027773','521','37.8119','0.6983'
'ath_circ_027774','323','39.6285','0.5059'
'ath_circ_027775','115','42.6087','0.4'
'ath_circ_027776','366','37.4317','0.593'
'ath_circ_027777','583','37.0497','0.5882'
'ath_circ_027778','128','40.625','0.625'
'ath_circ_027779','345','37.971','0.5976'
'ath_circ_027780','934','32.1199','1.2901'
'ath_circ_027781','1106','38.0651','0.9224'
'ath_circ_027782','114','43.8596','0.6667'
'ath_circ_027783','451','40.7982','0.9785'
'ath_circ_027784','627','39.8724','0.9841'
'ath_circ_027785','873','39.0607','1.0059'
'ath_circ_027786','1047','38.873','0.9854'
'ath_circ_027787','105','41.9048','1.0952'
'ath_circ_027788','347','38.6167','1.1613'
'ath_circ_027789','92','36.9565','1.4286'
'ath_circ_027790','747','39.0897','0.8025'
'ath_circ_027791','230','34.7826','0.5385'
'ath_circ_027792','233','34.7639','0.5283'
'ath_circ_027793','85','43.5294','0.1935'
'ath_circ_027794','126','47.619','0.1765'
'ath_circ_027795','408','42.8922','1.0588'
'ath_circ_027796','80','47.5','1.1111'
'ath_circ_027797','74','39.1892','4.8'
'ath_circ_027798','992','44.9597','0.8204'
'ath_circ_027799','406','48.5222','0.6983'
'ath_circ_027800','163','39.8773','1.4074'
'ath_circ_027801','458','39.3013','1.2222'
'ath_circ_027802','343','39.9417','1.2097'
'ath_circ_027803','564','39.1844','1.2784'
'ath_circ_027804','657','38.965','1.1333'
'ath_circ_027805','143','43.3566','1.48'
'ath_circ_027806','657','38.965','1.1333'
'ath_circ_027807','917','39.4766','1.7846'
'ath_circ_027808','917','39.4766','1.7846'
'ath_circ_027809','438','44.5205','0.8224'
'ath_circ_027810','277','45.1264','0.7606'
'ath_circ_027811','119','33.6134','0.4815'
'ath_circ_027812','954','38.5744','0.8969'
'ath_circ_027813','95','42.1053','0.4286'
'ath_circ_027814','394','35.533','0.8182'
'ath_circ_027815','399','35.8396','0.8101'
'ath_circ_027816','555','35.1351','0.625'
'ath_circ_027817','1851','38.7358','0.9171'
'ath_circ_027818','1282','39.7036','0.9427'
'ath_circ_027819','3069','39.2962','0.9143'
'ath_circ_027820','475','40.4211','0.8824'
'ath_circ_027821','140','40.7143','0.5833'
'ath_circ_027822','969','39.8349','0.7466'
'ath_circ_027823','213','41.3146','0.6'
'ath_circ_027824','99','48.4848','0.6'
'ath_circ_027825','195','39.4872','1.3333'
'ath_circ_027826','917','40.5671','0.8416'
'ath_circ_027827','137','43.0657','0.9032'
'ath_circ_027828','382','42.4084','0.8'
'ath_circ_027829','667','40.9295','0.8446'
'ath_circ_027830','435','40.6897','0.77'
'ath_circ_027831','570','38.9474','0.7903'
'ath_circ_027832','405','38.7654','0.6526'
'ath_circ_027833','1386','37.0851','0.8759'
'ath_circ_027834','1186','35.5818','0.819'
'ath_circ_027835','321','46.729','1.2059'
'ath_circ_027836','321','44.8598','1.7692'
'ath_circ_027837','1017','40.708','1.1122'
'ath_circ_027838','498','42.5703','0.9099'
'ath_circ_027839','326','43.2515','1.5636'
'ath_circ_027840','863','41.1356','1.205'
'ath_circ_027841','76','47.3684','1.7692'
'ath_circ_027842','214','46.729','1.2727'
'ath_circ_027843','654','40.367','0.7143'
'ath_circ_027844','1118','44.7227','1.2321'
'ath_circ_027845','205','48.2927','1.0625'
'ath_circ_027846','109','44.0367','1.2857'
'ath_circ_027847','210','47.1429','1.0625'
'ath_circ_027848','71','52.1127','1.0556'
'ath_circ_027849','638','40.4389','1.2435'
'ath_circ_027850','520','40.5769','1.2211'
'ath_circ_027851','875','41.6','1.2061'
'ath_circ_027852','108','50.0','2.375'
'ath_circ_027853','500','34.4','0.7917'
'ath_circ_027854','1359','33.4805','0.9783'
'ath_circ_027855','867','33.6794','0.9597'
'ath_circ_027856','240','48.3333','1.5778'
'ath_circ_027857','134','47.7612','1.3704'
'ath_circ_027858','41','43.9024','0.5'
'ath_circ_027859','249','43.7751','0.8793'
'ath_circ_027860','725','48.5517','1.0465'
'ath_circ_027861','682','47.9472','1.0311'
'ath_circ_027862','243','50.2058','0.7941'
'ath_circ_027863','93','45.1613','1.4706'
'ath_circ_027864','116','42.2414','0.3611'
'ath_circ_027865','38306','32.5458','1.0454'
'ath_circ_027866','74612','34.1621','1.0325'
'ath_circ_027867','94935','34.7185','1.019'
'ath_circ_027868','391','29.156','0.7273'
'ath_circ_027869','655','43.6641','1.6729'
'ath_circ_027870','90','46.6667','2.5'
'ath_circ_027871','223','43.4978','1.425'
'ath_circ_027872','101','40.5941','0.9524'
'ath_circ_027873','436','41.7431','1.0682'
'ath_circ_027874','676','45.7101','0.9682'
'ath_circ_027875','336','56.8452','0.8911'
'ath_circ_027876','336','56.8452','0.8911'
'ath_circ_027877','703','39.4026','0.8105'
'ath_circ_027878','111','48.6486','0.6875'
'ath_circ_027879','814','40.6634','0.7796'
'ath_circ_027880','121','36.3636','1.0'
'ath_circ_027881','657','36.3775','1.213'
'ath_circ_027882','947','38.5428','1.1856'
'ath_circ_027883','341','39.5894','1.6471'
'ath_circ_027884','848','39.3868','1.4741'
'ath_circ_027885','324','43.2099','0.9444'
'ath_circ_027886','318','44.3396','0.7625'
'ath_circ_027887','1327','41.2208','0.6831'
'ath_circ_027888','207','38.6473','0.3559'
'ath_circ_027889','120','39.1667','0.3824'
'ath_circ_027890','2591','36.6654','1.1018'
'ath_circ_027891','1784','36.5471','1.0698'
'ath_circ_027892','309','41.4239','0.9104'
'ath_circ_027893','309','41.4239','0.9104'
'ath_circ_027894','271','40.9594','1.0556'
'ath_circ_027895','573','32.2862','1.5342'
'ath_circ_027896','996','35.8434','1.0756'
'ath_circ_027897','1403','36.422','1.1116'
'ath_circ_027898','405','33.3333','1.1774'
'ath_circ_027899','293','39.9317','1.4375'
'ath_circ_027900','472','40.4661','1.0538'
'ath_circ_027901','130','33.8462','0.913'
'ath_circ_027902','84','47.619','1.0'
'ath_circ_027903','84','45.2381','0.9'
'ath_circ_027904','160','43.125','1.1562'
'ath_circ_027905','84','45.2381','1.7143'
'ath_circ_027906','299','43.4783','1.8261'
'ath_circ_027907','135','59.2593','0.4545'
'ath_circ_027908','650','34.0','0.4832'
'ath_circ_027909','1112','38.5791','1.3189'
'ath_circ_027910','85','43.5294','1.4667'
'ath_circ_027911','528','39.0152','1.1458'
'ath_circ_027912','207','28.5024','0.5526'
'ath_circ_027913','451','35.255','0.939'
'ath_circ_027914','712','32.0225','1.8148'
'ath_circ_027915','849','39.3404','1.0491'
'ath_circ_027916','1121','38.8046','1.1859'
'ath_circ_027917','122','46.7213','1.85'
'ath_circ_027918','344','40.1163','0.7468'
'ath_circ_027919','361','39.8892','1.0282'
'ath_circ_027920','258','45.7364','0.5733'
'ath_circ_027921','111','46.8468','0.4054'
'ath_circ_027922','326','42.9448','0.573'
'ath_circ_027923','77','38.961','0.1538'
'ath_circ_027924','1409','40.6671','0.8787'
'ath_circ_027925','608','31.7434','0.7706'
'ath_circ_027926','1388','40.4899','0.8548'
'ath_circ_027927','127','40.9449','3.3333'
'ath_circ_027928','124','42.7419','0.6562'
'ath_circ_027929','5752','36.9437','0.9749'
'ath_circ_027930','481','41.1642','1.3023'
'ath_circ_027931','410','37.8049','0.9136'
'ath_circ_027932','576','36.2847','0.7863'
'ath_circ_027933','315','41.5873','1.0469'
'ath_circ_027934','117','45.2991','0.5143'
'ath_circ_027935','186','33.871','0.9091'
'ath_circ_027936','42','52.381','3.4'
'ath_circ_027937','78','38.4615','2.75'
'ath_circ_027938','522','41.7625','1.4773'
'ath_circ_027939','1012','39.4269','1.4479'
'ath_circ_027940','230','40.8696','2.1333'
'ath_circ_027941','94','40.4255','1.0'
'ath_circ_027942','329','39.2097','0.6974'
'ath_circ_027943','873','38.3734','0.8508'
'ath_circ_027944','2685','35.3073','0.9627'
'ath_circ_027945','2096','34.8282','0.9677'
'ath_circ_027946','2442','35.4218','0.9482'
'ath_circ_027947','1464','35.1093','0.9108'
'ath_circ_027948','842','36.8171','0.8788'
'ath_circ_027949','555','36.2162','0.9901'
'ath_circ_027950','119','34.4538','1.05'
'ath_circ_027951','910','35.2747','1.4884'
'ath_circ_027952','1475','39.2542','1.1685'
'ath_circ_027953','263','39.924','1.4419'
'ath_circ_027954','444','39.8649','1.2125'
'ath_circ_027955','1019','39.6467','1.0933'
'ath_circ_027956','360','39.7222','0.7439'
'ath_circ_027957','800','36.125','0.7622'
'ath_circ_027958','1244','36.9775','0.811'
'ath_circ_027959','914','35.9956','1.1645'
'ath_circ_027960','315','41.9048','1.2373'
'ath_circ_027961','112','32.1429','0.6364'
'ath_circ_027962','83','48.1928','1.8571'
'ath_circ_027963','1236','36.9741','1.1455'
'ath_circ_027964','1197','42.2723','0.7817'
'ath_circ_027965','909','41.9142','0.7009'
'ath_circ_027966','740','39.8649','1.2692'
'ath_circ_027967','1433','39.986','1.1705'
'ath_circ_027968','99','62.6263','1.5833'
'ath_circ_027969','99','63.6364','1.7391'
'ath_circ_027970','177','42.3729','0.5957'
'ath_circ_027971','810','37.1605','0.75'
'ath_circ_027972','296','29.3919','1.0714'
'ath_circ_027973','1094','34.9177','1.3293'
'ath_circ_027974','714','42.7171','1.0199'
'ath_circ_027975','201','25.8706','1.08'
'ath_circ_027976','506','43.8735','1.3617'
'ath_circ_027977','512','33.0078','1.7258'
'ath_circ_027978','44','27.2727','5.0'
'ath_circ_027979','561','39.7504','0.8583'
'ath_circ_027980','388','42.0103','0.9405'
'ath_circ_027981','103','45.6311','0.9583'
'ath_circ_027982','274','44.1606','1.2'
'ath_circ_027983','571','45.359','0.8905'
'ath_circ_027984','1871','34.2598','1.0349'
'ath_circ_027985','128','33.5938','1.2632'
'ath_circ_027986','1008','27.877','1.1953'
'ath_circ_027987','90','46.6667','0.9091'
'ath_circ_027988','131','41.9847','2.6667'
'ath_circ_027989','305','37.377','0.9655'
'ath_circ_027990','816','37.6225','0.8834'
'ath_circ_027991','447','40.2685','1.1176'
'ath_circ_027992','237','38.3966','1.4595'
'ath_circ_027993','649','34.5146','1.3093'
'ath_circ_027994','305','39.0164','0.6761'
'ath_circ_027995','430','40.4651','0.8511'
'ath_circ_027996','200','45.0','0.9149'
'ath_circ_027997','705','34.3262','1.0684'
'ath_circ_027998','529','40.6427','0.5468'
'ath_circ_027999','467','43.2548','0.8879'
'ath_circ_028000','234','35.0427','0.907'
'ath_circ_028001','221','36.6516','0.8'
'ath_circ_028002','78','41.0256','0.28'
'ath_circ_028003','203','39.9015','0.5'
'ath_circ_028004','80','50.0','0.3333'
'ath_circ_028005','181','41.4365','3.4118'
'ath_circ_028006','1799','37.9655','1.2175'
'ath_circ_028007','895','38.7709','1.142'
'ath_circ_028008','613','40.1305','1.6452'
'ath_circ_028009','70','45.7143','1.0'
'ath_circ_028010','257','38.5214','0.7679'
'ath_circ_028011','965','34.6114','0.8352'
'ath_circ_028012','423','44.4444','0.9184'
'ath_circ_028013','651','40.0922','0.5915'
'ath_circ_028014','410','39.0244','0.6667'
'ath_circ_028015','415','39.2771','0.6633'
'ath_circ_028016','661','38.2753','0.7329'
'ath_circ_028017','872','38.6468','0.8722'
'ath_circ_028018','78','46.1538','0.3846'
'ath_circ_028019','294','37.415','0.8033'
'ath_circ_028020','479','39.666','0.9'
'ath_circ_028021','302','42.3841','1.0'
'ath_circ_028022','498','39.9598','0.99'
'ath_circ_028023','296','41.5541','1.0164'
'ath_circ_028024','101','42.5743','1.5294'
'ath_circ_028025','94','41.4894','1.4375'
'ath_circ_028026','290','39.3103','0.8387'
'ath_circ_028027','92','39.1304','0.8947'
'ath_circ_028028','478','40.3766','0.6638'
'ath_circ_028029','859','40.0466','0.6618'
'ath_circ_028030','468','40.1709','0.7248'
'ath_circ_028031','2161','38.9634','0.8069'
'ath_circ_028032','2161','38.9634','0.8069'
'ath_circ_028033','133','27.0677','1.5714'
'ath_circ_028034','565','40.885','0.8333'
'ath_circ_028035','1691','38.3205','0.9228'
'ath_circ_028036','1230','38.1301','1.0129'
'ath_circ_028037','1494','38.2865','0.9522'
'ath_circ_028038','352','30.6818','0.9636'
'ath_circ_028039','118','38.9831','0.84'
'ath_circ_028040','347','42.3631','0.6333'
'ath_circ_028041','548','40.6934','0.7422'
'ath_circ_028042','456','39.4737','1.1687'
'ath_circ_028043','361','32.687','1.36'
'ath_circ_028044','260','34.6154','1.3684'
'ath_circ_028045','205','40.9756','2.1111'
'ath_circ_028046','66','46.9697','0.7222'
'ath_circ_028047','5397','37.9099','0.9302'
'ath_circ_028048','402','40.2985','1.1316'
'ath_circ_028049','220','46.8182','0.7458'
'ath_circ_028050','385','41.2987','0.8276'
'ath_circ_028051','532','40.4135','0.8696'
'ath_circ_028052','721','41.0541','0.9733'
'ath_circ_028053','155','45.1613','0.9444'
'ath_circ_028054','273','41.0256','0.6'
'ath_circ_028055','210','44.7619','1.35'
'ath_circ_028056','154','44.8052','5.2727'
'ath_circ_028057','575','39.1304','1.0833'
'ath_circ_028058','769','39.4018','1.1338'
'ath_circ_028059','980','39.6939','1.1141'
'ath_circ_028060','159','41.5094','1.75'
'ath_circ_028061','437','37.5286','0.7634'
'ath_circ_028062','595','37.1429','2.1127'
'ath_circ_028063','368','36.9565','1.6154'
'ath_circ_028064','693','36.9408','1.2456'
'ath_circ_028065','1419','36.5046','1.2328'
'ath_circ_028066','186','37.6344','1.4138'
'ath_circ_028067','600','40.0','1.243'
'ath_circ_028068','1449','43.3402','0.7892'
'ath_circ_028069','257','41.2451','1.0385'
'ath_circ_028070','297','34.3434','1.4878'
'ath_circ_028071','466','40.1288','1.5616'
'ath_circ_028072','111','42.3423','1.1364'
'ath_circ_028073','192','45.3125','0.8913'
'ath_circ_028074','100','49.0','1.45'
'ath_circ_028075','89','42.6966','1.2353'
'ath_circ_028076','154','42.2078','1.2414'
'ath_circ_028077','415','40.4819','0.9765'
'ath_circ_028078','629','36.8839','1.2308'
'ath_circ_028079','276','31.5217','0.7755'
'ath_circ_028080','16902','35.3094','1.1741'
'ath_circ_028081','7272','37.8025','1.1992'
'ath_circ_028082','7287','37.7933','1.1927'
'ath_circ_028083','7140','38.0532','1.2'
'ath_circ_028084','669','37.8176','0.8881'
'ath_circ_028085','67','35.8209','0.5'
'ath_circ_028086','93','36.5591','0.36'
'ath_circ_028087','564','38.4752','1.4111'
'ath_circ_028088','273','40.293','1.037'
'ath_circ_028089','139','38.8489','1.3478'
'ath_circ_028090','197','39.0863','1.2647'
'ath_circ_028091','91','34.0659','2.1'
'ath_circ_028092','553','35.0814','1.3373'
'ath_circ_028093','90','42.2222','1.375'
'ath_circ_028094','646','40.0929','1.6979'
'ath_circ_028095','513','40.1559','1.102'
'ath_circ_028096','480','39.5833','0.9588'
'ath_circ_028097','138','61.5942','4.0'
'ath_circ_028098','213','61.9718','6.3333'
'ath_circ_028099','1740','38.4483','0.9735'
'ath_circ_028100','81','44.4444','1.4'
'ath_circ_028101','173','37.5723','0.8571'
'ath_circ_028102','583','36.3636','0.7377'
'ath_circ_028103','261','45.5939','1.1636'
'ath_circ_028104','111','42.3423','6.8333'
'ath_circ_028105','133','41.3534','5.875'
'ath_circ_028106','72','41.6667','6.5'
'ath_circ_028107','124','41.129','5.375'
'ath_circ_028108','36','41.6667','2.75'
'ath_circ_028109','30','40.0','11.0'
'ath_circ_028110','260','38.0769','0.7069'
'ath_circ_028111','269','43.1227','0.9661'
'ath_circ_028112','269','43.1227','0.9661'
'ath_circ_028113','3547','29.3769','1.1529'
'ath_circ_028114','660','40.1515','1.12'
'ath_circ_028115','304','45.3947','0.84'
'ath_circ_028116','498','42.7711','1.0882'
'ath_circ_028117','2011','38.4386','1.1295'
'ath_circ_028118','500','41.0','1.1809'
'ath_circ_028119','391','41.9437','0.9524'
'ath_circ_028120','628','40.2866','1.0079'
'ath_circ_028121','807','39.653','1.0915'
'ath_circ_028122','349','37.5358','1.3818'
'ath_circ_028123','529','41.5879','1.1359'
'ath_circ_028124','117','46.1538','1.0'
'ath_circ_028125','742','36.5229','1.0074'
'ath_circ_028126','240','38.3333','0.84'
'ath_circ_028127','3916','41.8795','1.05'
'ath_circ_028128','152','32.2368','1.45'
'ath_circ_028129','1809','43.7811','0.7679'
'ath_circ_028130','1866','43.5691','0.7712'
'ath_circ_028131','1279','44.3315','0.7339'
'ath_circ_028132','551','45.0091','0.7222'
'ath_circ_028133','608','44.2434','0.7355'
'ath_circ_028134','643','41.0575','0.6098'
'ath_circ_028135','278','35.9712','0.5385'
'ath_circ_028136','207','46.3768','0.6552'
'ath_circ_028137','1168','42.2945','0.686'
'ath_circ_028138','1506','41.0359','0.7119'
'ath_circ_028139','2493','39.7112','0.6808'
'ath_circ_028140','1897','38.9562','0.6682'
'ath_circ_028141','92','44.5652','0.8636'
'ath_circ_028142','1079','38.2762','0.652'
'ath_circ_028143','626','39.9361','0.5823'
'ath_circ_028144','299','40.4682','0.5714'
'ath_circ_028145','519','38.343','0.7768'
'ath_circ_028146','266','45.8647','1.0333'
'ath_circ_028147','113','39.823','0.8'
'ath_circ_028148','816','34.9265','0.8874'
'ath_circ_028149','716','37.1508','0.673'
'ath_circ_028150','87','52.8736','3.6'
'ath_circ_028151','435','42.2989','1.0674'
'ath_circ_028152','172','37.2093','1.9091'
'ath_circ_028153','352','36.6477','1.1148'
'ath_circ_028154','1194','36.2647','1.1019'
'ath_circ_028155','267','44.9438','0.7143'
'ath_circ_028156','886','38.4876','0.8944'
'ath_circ_028157','1084','38.3764','0.8995'
'ath_circ_028158','197','35.0254','0.6829'
'ath_circ_028159','513','40.9357','0.8421'
'ath_circ_028160','1296','44.213','0.5917'
'ath_circ_028161','534','40.824','0.6769'
'ath_circ_028162','1096','43.7044','0.6237'
'ath_circ_028163','87','45.977','1.0'
'ath_circ_028164','84','45.2381','0.9'
'ath_circ_028165','249','39.759','0.5469'
'ath_circ_028166','283','41.3428','0.5195'
'ath_circ_028167','295','41.6949','0.5375'
'ath_circ_028168','319','55.4859','0.475'
'ath_circ_028169','189','53.9683','0.3973'
'ath_circ_028170','189','53.9683','0.3973'
'ath_circ_028171','141','51.0638','0.44'
'ath_circ_028172','117','48.7179','0.4615'
'ath_circ_028173','110','57.2727','0.3696'
'ath_circ_028174','225','49.7778','1.7317'
'ath_circ_028175','66','36.3636','2.0'
'ath_circ_028176','944','38.4534','1.2975'
'ath_circ_028177','304','42.4342','0.9846'
'ath_circ_028178','701','40.0856','1.1128'
'ath_circ_028179','2187','35.8939','0.8602'
'ath_circ_028180','2277','35.5292','0.877'
'ath_circ_028181','424','38.2075','1.16'
'ath_circ_028182','826','38.7409','1.1477'
'ath_circ_028183','218','38.0734','1.9643'
'ath_circ_028184','209','43.0622','1.1951'
'ath_circ_028185','505','38.0198','0.9794'
'ath_circ_028186','505','38.0198','0.9794'
'ath_circ_028187','449','40.5345','1.3038'
'ath_circ_028188','120','49.1667','0.6389'
'ath_circ_028189','319','49.8433','1.0385'
'ath_circ_028190','303','47.1947','0.9067'
'ath_circ_028191','521','42.4184','0.8729'
'ath_circ_028192','1252','37.8594','0.9036'
'ath_circ_028193','168','45.2381','1.2353'
'ath_circ_028194','99','38.3838','1.1111'
'ath_circ_028195','7460','41.0724','1.1412'
'ath_circ_028196','120','43.3333','0.625'
'ath_circ_028197','120','43.3333','0.6774'
'ath_circ_028198','153','47.0588','1.1818'
'ath_circ_028199','532','47.5564','1.1441'
'ath_circ_028200','7318','40.9948','1.1521'
'ath_circ_028201','7312','40.9874','1.1515'
'ath_circ_028202','336','40.1786','1.5'
'ath_circ_028203','336','40.1786','1.5'
'ath_circ_028204','619','45.7189','0.7152'
'ath_circ_028205','830','42.6506','1.1988'
'ath_circ_028206','534','42.1348','1.4457'
'ath_circ_028207','390','39.4872','1.1389'
'ath_circ_028208','92','54.3478','2.8462'
'ath_circ_028209','224','41.0714','0.614'
'ath_circ_028210','181','44.1989','1.0'
'ath_circ_028211','175','32.0','1.0741'
'ath_circ_028212','2889','36.6909','1.1901'
'ath_circ_028213','382','39.267','1.5'
'ath_circ_028214','382','39.267','1.5'
'ath_circ_028215','770','36.6234','1.1203'
'ath_circ_028216','1018','37.1316','1.1'
'ath_circ_028217','1456','38.1181','0.8814'
'ath_circ_028218','654','38.8379','0.7762'
'ath_circ_028219','1425','39.2281','1.3389'
'ath_circ_028220','87','45.977','1.6667'
'ath_circ_028221','90','46.6667','2.0'
'ath_circ_028222','864','36.8056','1.2878'
'ath_circ_028223','287','37.9791','0.9818'
'ath_circ_028224','735','45.4422','0.887'
'ath_circ_028225','353','48.1586','0.9318'
'ath_circ_028226','761','37.8449','0.7888'
'ath_circ_028227','419','45.3461','0.7757'
'ath_circ_028228','233','43.7768','1.3182'
'ath_circ_028229','427','41.6862','0.6952'
'ath_circ_028230','4894','40.2738','0.9749'
'ath_circ_028231','179','46.9274','0.6154'
'ath_circ_028232','35','54.2857','0.7273'
'ath_circ_028233','881','42.7923','0.7617'
'ath_circ_028234','766','42.1671','0.8249'
'ath_circ_028235','488','42.418','0.9714'
'ath_circ_028236','275','43.2727','1.0517'
'ath_circ_028237','358','42.1788','0.7558'
'ath_circ_028238','98','36.7347','0.44'
'ath_circ_028239','655','39.084','1.0317'
'ath_circ_028240','316','37.9747','2.0769'
'ath_circ_028241','256','39.8438','0.9245'
'ath_circ_028242','223','37.6682','1.4'
'ath_circ_028243','320','43.4375','1.4386'
'ath_circ_028244','86','34.8837','1.7273'
'ath_circ_028245','86','32.5581','1.8'
'ath_circ_028246','704','40.0568','1.1203'
'ath_circ_028247','106','36.7925','1.4375'
